ID,text,user_followers_count,user_friends_count,user_location
1085,"RT @crishatesall: nos robaron esta escena y a pesar de que sabía que no iban a adaptar el libro exactamente igual, me duele por este momento, porque era muy importante 

#Bridgerton 🎨; pinkyantt https://t.co/VQkQGETsIR",729,404,26
1086,Edwina and Kate Sharma are stunning ✨ #Bridgerton,335,667,South
1087,RT @machelanti: it needs to be said #Bridgerton https://t.co/9GdCBZ3lBP,475,589,multi
1088,"💀💀💀 

#Bridgerton https://t.co/JBpaU3v2Z5",2566,4459,
1089,RT @bridgerton: It appears that Miss Sharma and The Viscount have found a reason to smile. I wonder what that could be. #Bridgerton https://t.co/PbRGKIfeLP,2714,223,🇨🇦
1090,"RT @chaoticguitar: The way I screamed 😭😭😭

#bridgerton #kanthony #bridgertonspoilers https://t.co/ZdbqwHHRpE",262,328,na ponte que partiu
1091,I just spent the day watching #Bridgerton,180,188,"NC, VA and Beyond!!!"
1092,"RT @beaurreanydalgo: Eles não tem a personalidade dos livros
Eles não tem tempo de tela na própria temporada 
Eles não tem as melhores cenas dos livros
Ela não tem o trauma bem desenvolvido
Mas eles tem o público #Bridgerton https://t.co/xQ6VwNZWms",100,178,fora de órbita
1093,"RT @Kathonyhot: Time to admire his Viscountess
#Bridgerton https://t.co/IQ5kUyPiSb",259,396,7
1094,"RT @crishatesall: nos robaron esta escena y a pesar de que sabía que no iban a adaptar el libro exactamente igual, me duele por este momento, porque era muy importante 

#Bridgerton 🎨; pinkyantt https://t.co/VQkQGETsIR",101,483,Venezuela
1095,RT @MenaceandRake: We got our tulips #kanthony #bridgerton https://t.co/ihrwuBr7Ul,218,801,Thailand
1096,"RT @nancyswheeIer: “you are the bane of my existence and the object of all my desires.” 

#bridgerton https://t.co/oiMklX09gE",403,529,she/they bi 16 desi engbenfr
1097,RT @karmeeleon: It's the smallest of things in s2 of #Bridgerton that really stand out to me. One particular case is when Kate is making tea but she uses whole spices to infuse the tea first just like how many South Asians do when making their chai. #bridgertonseason2 https://t.co/pZ6VHx6qQ1,397,1863,coney island
1098,im literally gonna need everyone to back THE FUCK OFF anthony from now on. everyone was SO MEAN TO HIM WITHOUT ANY AWARENESS OF THEIR OWN ACTIONS. it was incredibly infuriating #bridgerton #bridgertonseason2 https://t.co/sOKfPqFc2A,396,82,18+ 🇵🇭🇺🇸
1099,eu amo ver a kate e a edwina se chamando de bon e didi #Bridgerton,2100,497,
1100,"RT @chaoticguitar: The way I screamed 😭😭😭

#bridgerton #kanthony #bridgertonspoilers https://t.co/ZdbqwHHRpE",570,510,"Jardim Laguna, Contagem"
1101,"RT @Lad_Whistledown: ENTREGUEM O PRÊMIO PRA ELA

#Bridgerton https://t.co/ziaRuUwQUu",375,342,
1102,RT @Ramillah_Sierra: ปห.อีกอย่างคือ การไม่ balance ระหว่างเส้นเรื่องหลักที่ควรโฟกัสของ Anthony &amp; Kate ในฐานะ lead CP ของ SS นี้ แต่ดันถูกแทนที่ด้วย sub-plots มากมาย ทำให้ด้วยจำนวนแค่ 8 ตอน คนดูเลยไม่สามารถอินไปกับความรักของทั้งคู่ได้ถึงที่สุด น่าเสียดายมาก #Bridgerton #bridgertonseason2 #Kanthony,182,154,
1103,"RT @Kathonyhot: Time to admire his Viscountess
#Bridgerton https://t.co/IQ5kUyPiSb",8429,8164,Themyscira
1104,"RT @fluffho: ""Daphne was so good at being the diamond, it made my mother so happy. I can never live up to that. I do not want to live up to that, but it does not make it any easier to know you are constantly disappointing people just by walking into a room.""

#Bridgerton #BridgertonSpoilers https://t.co/TlyqDnhFPK",279,83,
1105,"I get it they’re longing &amp; pining for each other, but what they tried to execute, it just falls short. It’s not giving what it’s supposed to give. Like I’m 5 episodes in and I just don’t see it. Will see if the chemistry will get better in the later episodes. #Bridgerton",472,74,
1106,"RT @ChronicLoaf_: @ChronicCommFund @Mae_DayJ @PAF_Foundation @Aoiferocksitout @BlueEterlin @GeecheeThreat @AlexisSMobley @audreyrsutton @DisMoviePod @dominickevans @KateMcWilli @loneliestpotato @sexyspoonie @pinky_or_brain @meldeauohana @nolan_syreeta @Tinu @moniquedhooghe @dasoultoucha @riotheatherrr @JoyceTakako @Jessica_LGimeno @HTTOrganizers @champagnestalli @DisHashtags @debsugar @NormalFreeZone @ezerinis @FranckGagnon @MelobuniiP @taras_rhymetime @fullofbass @ArtfulSpoons @Slightly_bent62 @MADtastically @caramind93 @SynceNerd_Carli @DisabledDem #Bridgerton season 2 is starting now in the #ChronicLoaf stream

https://t.co/0XsKi0TulT

#FilmDis #ForTinu #DisCo #MutualAid #MutualAidMarathon https://t.co/n3gY8k7aCn",943,2259,
1107,RT @swaying_daisies: Anthony &amp; Kate Bridgerton 💕 #Bridgerton #BridgertonSpoilers #Kanthony #Kathony https://t.co/G1XEJFtOpX,6750,5989,Yara&Madu.♥️;; nbt ♡
1108,"RT @alicxss: eu não aceito nenhuma crítica NENHUMA CRÍTICA a KATHONY, eles entregaram TUDO, casal perfeito e química PERFEITA #Bridgerton https://t.co/h9UhS98I7c",424,898,The Burrow
1109,"RT @smoakesby: a edwina dos livros JAMAIS jogaria na cara da kate que elas não são totalmente irmãs, assim como a eloise dos livros JAMAIS diria que desprezava a penelope. simplesmente colocaram esse tipo de palavras pesadas nos dois relacionamentos mais saudáveis da série.

#Bridgerton",153,112,"Brasília, Brasil"
1110,"this scene with kate in the library with her hair down and the white nightgown, looking absolutely LUMINOUS?? simone ashley is the most beautiful person living #Bridgerton",1135,653,
1111,"RT @laraiheart: SPOILER BRIDGERTON 
.
.
.
.
.
.
Eu amei a segunda temporada apesar das mudanças. Assisti com a cabeça aberta e deu tudo certo. 
Mas tem 3 coisas que não gostei muito:
1. Plot Peneloise 
2. Personalidade da Edwina
3. Tempo de tela de Kathony poderia ter sido bem maior #Bridgerton",669,1453,
1112,"RT @duamapu: A Edwina: ah é uma boa oportunidade para eles se conhecerem melhor 

A Dapnhe pensando: Bixa tu não sabe a merda que você fez #Bridgerton https://t.co/Q3XhHSqiup",129,107,"Curitiba, Brasil"
1113,"Terceiro episódio e eu cheia de ódio ainda, EU QUERO ESSE CHRIS NA CADEIA #Bridgerton",305,490,
1114,RT @QueenLionessK: The chemistry between Kate &amp; Anthony is more intense than with Daphne and Simon. Whew. #Bridgerton #bridgertonseason2 https://t.co/wm6xpyBoFj,290,100,
1115,"RT @Gabibs_V: Pra quem n leu livro a 2°T está perfeita, agora pra quem leu está uma merda. O tanto q eu odiei essa temporada n está escrito, n teve absolutamente nada do livro nada, n sei o q é pior a relação toda cagada das irmãs ou a porra do noivado!! A CENA DA ABELHA? 
#Bridgerton https://t.co/aC4TSTViK6",185,884,Velaris/ Idris/ Terrasen
1116,"RT @booksumers: todos concordamos que o benedict chapado foi a melhor coisa dessa temporada né?
#Bridgerton
https://t.co/tibXjEwNL6",1776,1591,
1117,"RT @laurentsofvere: eloise bridgerton, me diga qual é a sensação de ser a maior? #Bridgerton https://t.co/Lq1zEIkUvY",577,450,"Rio de Janeiro, Brasil"
1118,"RT @JulesLevz: seggsual tension over the course of several episodes to the point that it’s almost painful &gt;&gt;&gt;&gt;&gt; sex every episode…the girls that get it get it #Bridgerton 

https://t.co/mRpaqLfOdA",305,239,19•. Blk (uk); she/her
1119,"Watching #Bridgerton and in one of the pivotal ball scenes they’re playing the classical cover of, “Dancing On My Own.” All I can think of is how @banjoe77 feels about this song.",300,740,"Denver, CO"
1120,"Yes, I’ve finished #Bridgerton season 2, and I miss it already 🥺",963,644,NYC
1121,“The things I could teach you….” Jesssu Christiiiii 😩 #Bridgerton https://t.co/j1SVujp38S,204,188,"Los Angeles, CA"
1122,"RT @NetflixIndia: Patiently waiting for SRK to jump out of a helicopter and sweep Kate off her feet. 

#Bridgerton",226,331,
1123,RT @typcgraphy: — the viscount who loved me (2000) #Bridgerton https://t.co/A7XeydNrhv,2509,2543,
1124,"RT @lovebridgerton: O TANTO QUE EU RI DISSO AQUI MEU DEUS
#Bridgerton https://t.co/jpRgioIw2n",2074,611,"Maranhão, Brasil"
1125,…No Lady Featherington🤦🏾‍♀️ #Bridgerton https://t.co/rcfUkSKkFa,114,189,
1126,"A me sarebbe piaciuto che inserissero anche il vero motivo per cui Anthony non voleva un matrimonio d'amore, cioè la sua paura di morire, ma tutto sommato è un adattamento diverso e per chi non ha letto il libro risulta molto piacevole #Bridgerton",272,325,
1127,RT @iamcedrica: The way Daphne clocked the chemistry between Anthony and Kate right away #Bridgerton https://t.co/icM7HCo6K5,2566,4459,
1128,The way ‘you oughta know’ was used got me 😭 #Bridgerton,135,136,
1129,RT @QueenLionessK: The chemistry between Kate &amp; Anthony is more intense than with Daphne and Simon. Whew. #Bridgerton #bridgertonseason2 https://t.co/wm6xpyBoFj,228,125,ERODA
1130,"RT @wrgkva: essa temporada na vdd era um episódio de what if do livro 

""E se o Anthony e a Kate não fossem pegos no jardim na cena da abelha?"" 

Já resolvi o enigma #Bridgerton #BridgertonSpoilers #bridgertonnetflix #bridgerton2 #bridgertonseason2",190,34,
1131,"RT @SoyEllen1: O brilho da Daphne sumindo ao ver que a Kate não era a Edwina
Daphne eu te amo KKKKKKKKKKK
#Bridgerton https://t.co/lKIYrBkiph",129,107,"Curitiba, Brasil"
1132,"RT @jelevision: he broke my heart in this scene

the range of emotions jonathan bailey showed - he’s such an immense talent #Bridgerton https://t.co/OmPIByseI6",511,930,paris/new york
1133,"RT @laurentsofvere: o colin perde o irmão, mas não perde a piada. #Bridgerton https://t.co/V01SoOGFYb",2131,2102,WIND BREAKER | ARCANE
1134,RT @niiikkiiix: The way Anthony smelled up Kate like this. Phewwwwwwwww #Bridgerton https://t.co/HlQYHuORJT,267,359,"42 Wallaby Way, Sydney"
1135,RT @niiikkiiix: The way Anthony smelled up Kate like this. Phewwwwwwwww #Bridgerton https://t.co/HlQYHuORJT,1142,1617,Memorial Grey Sloan
1136,RT @JulesLevz: enemies to lovers will just always hit like sorry to the other tropes but she’s that girl &lt;3 #bridgerton https://t.co/oAiHUTndjj,197,349,
1137,"RT @jolangfrds: “all I find myself thinking about, all I find myself being able to breathe for is you.”

#bridgerton #kanthony https://t.co/hcVB3hXBxb",1756,2176,Mexico
1138,RT @NaseemaVeasey: Not Cressida out here talking shit when this her second year in a row &amp; she’s still unmarried? Like girl… Daphne handed you the prince on a platter and he STILL didn’t choose you. Get over it😭😭😭 #Bridgerton https://t.co/89LfJdBQ0t,2070,665,LENI-KIKO 2022 🎀🌸💖
1139,"RT @Lad_Whistledown: ENTREGUEM O PRÊMIO PRA ELA

#Bridgerton https://t.co/ziaRuUwQUu",109,99,//fan account
1140,"""Robbing us of our grandchild.""
""Grandchildren. I have TWO daughters.""

TELL HER, MARY #Bridgerton",305,282,
1141,"RT @grxcechoi: #Bridgerton SEASON 2 SPOILERS
-
-
-
-
I FEEL LIKE I JUST WATCHED A DISNEY FAIRYTALE LIKE IM SO SICK TO MY STOMACH IM ON MY KNEES https://t.co/yYz1HkktcG",220,111,she/her
1142,"Kate was WILD showing Anthony her bare leg on this hunt.🤣🤣
#Bridgerton https://t.co/byUNDfXMuX",2348,355,
1143,"Kate is so stubborn and difficult, I love her so much!! 😭😭😭 #Bridgerton",152,471,"Houston, TX"
1144,"RT @alicxss: eu não aceito nenhuma crítica NENHUMA CRÍTICA a KATHONY, eles entregaram TUDO, casal perfeito e química PERFEITA #Bridgerton https://t.co/h9UhS98I7c",560,934,(she/her) • 📖 (1/30)
1145,RT @maricarmenlove3: Yo viendo cómo Kate y Anthony se aman pero ella no dice nada por su hermana y él por pensar que no merece amor en su vida #Bridgerton https://t.co/6pI9bL3zav,1134,2351,ʚĭɞ
1146,RT @bridgertonfav: a energia caótica dos dois nessa cena 😂❤️ #Bridgerton https://t.co/GCPHPtiCNP,1340,379,
1147,"RT @suseetalonso: Daphne: ""Me ayudaste mucho la temporada pasada, así que te devolveré el favor"". 🤣🤣🤣🤣
Daphne por dentro: Mi momento ha llegado ,#Bridgerton #bridgertonS2 https://t.co/sCp6ViU0SA",101,483,Venezuela
1148,Me everytime Anthony and Kate are in the same room #Bridgerton https://t.co/FTKn4SaGPC,600,602,Magic Shop 💜
1149,"RT @BridGabi: ""Será que ela passara a cheirar como o jardim? Ou aquele perfume enlouquecedor de lírios e sabonete ainda estava em sua pele?""

essa citação.
essa cena. 
apenas.

#Bridgerton https://t.co/bfu0ZFasEU",153,112,"Brasília, Brasil"
1150,"RT @polinbridgerton: pouquíssimas coisas são tão perfeitas quanto essa cena 🥺
#Bridgerton #bridgertonseason2 https://t.co/Q5JrVFV5Sq",236,710,RJ
1151,"RT @JulesLevz: “it is because i have never met anyone like you. it is maddening. how much you consume my very being.” HE— 

#Bridgerton https://t.co/oLJBnXRy7B",268,169,
1152,RT @swaying_daisies: Anthony &amp; Kate Bridgerton 💕 #Bridgerton #BridgertonSpoilers #Kanthony #Kathony https://t.co/G1XEJFtOpX,1142,1617,Memorial Grey Sloan
1153,"RT @booksumers: todos concordamos que o benedict chapado foi a melhor coisa dessa temporada né?
#Bridgerton
https://t.co/tibXjEwNL6",412,1746,Salvador - BA
1154,"penelope &amp; eloise stealing the show every time?
that’s my favorite pair of besties 🥹💖
#Bridgerton",1627,1220,the wbw ✰ she/her
1155,"RT @crishatesall: fue justo en este momento que Anthony se enamoró perdidamente de Kate 

#Bridgerton https://t.co/H0Lxs9oClF",1134,2351,ʚĭɞ
1156,"OMG YES DESERVE JFNAHS IMPOSSIBLE WALA KANTHONY KASI PAREHAS SILA VISCOUNT AND VISCOUNTESS 😭 

#Bridgerton https://t.co/dwaCG8Aq9s",2566,4459,
1157,"RT @elainfavs: alguém explica pra Netflix que a Edwina é FIGURANTE e a kate PROTAGONISTA e não ao contrário, por que eu acho que não entenderam #Bridgerton",165,342,
1158,"RT @grxcechoi: #Bridgerton SEASON 2 SPOILERS
-
-
-
-
I FEEL LIKE I JUST WATCHED A DISNEY FAIRYTALE LIKE IM SO SICK TO MY STOMACH IM ON MY KNEES https://t.co/yYz1HkktcG",163,313,right where you left me
1159,not #bridgerton setting me up for two hate-mances in one season!! eloise and this newspaper man!!,26748,1540,"Georgia, USA"
1160,mudaram totalmente a cena da abelha como assim 😭 eu amo a química de milhões da kate e do anthony mas não era pra ser o slowburn que eu queriaaaaaa #Bridgerton,162,279,recife
1161,RT @jenvan16: I love it! #SidneyFakesHisDeath 🎩#SidlotteForever #JASanditon #LastAustenHero #SidneyParkerLivesForever #SidLove #SaveSidneyParker @masterpiecepbs @PBS @PBS_PR @RedPlanetTV @BritBox_UK @EW @enews @HBO @hbomax @Netflix @hulu @AMC_TV @GBH @TVInsider #Bridgerton https://t.co/vwviTwbfSJ,785,804,
1162,RT @machelanti: it needs to be said #Bridgerton https://t.co/9GdCBZ3lBP,147,175,jungkook.97 - thv
1163,"Iiiiii...do not like how #Bridgerton2 has handled episode 6. This change from the book was not to my taste...

#Bridgerton #BridgertonSeason2",446,527,Toronto
1164,"RT @diannasabrina: Mano trocaram toda a personalidade da Edwina, ela nunca falaria que é meia-irmã da kate.
Mds a Edwina dos livros foi a primeira a perceber kathony e super apoiava os dois, já a da série parece uma adolescente com os hormônios a flor da pele.
#Bridgerton",3506,1719,Biblioteca
1165,DANCING ON MY OWN #Bridgerton,198,983,
1166,“Careful or you shall catch a chill” #Bridgerton,264,477,"New York, NY"
1167,RT @nniegarcia: Daphne every time she sees Anthony with Kate #Bridgerton https://t.co/fT6Z39YOCz,163,313,right where you left me
1168,"RT @elainfavs: alguém explica pra Netflix que a Edwina é FIGURANTE e a kate PROTAGONISTA e não ao contrário, por que eu acho que não entenderam #Bridgerton",550,668,Acampamento Meio-Sangue
1169,"#Bridgerton fans, how many #episodes did you #binge so far? Tell the truth…😄 #designlifekids #bridgertonseason2 #Netflix #bingewatch #truth @netflix",1364,1156,United States
1170,"RT @BridGabi: SPOILER #Bridgerton
.
.
.
.
.
.
.
.
.
.
não sei vocês, mas todas as cenas que colocaram aquele som de coração batendo acelerado O MEU CORAÇÃO BATEU EXATAMENTE ASSIM, ESPECIALMENTE NESSA. PENSEI QUE EU FOSSE EXPLODIR, A TENSÃO!!! ELES ESTAVAM SEPARADOS POR MILÍMETROS 🗣️🗣️🗣️ https://t.co/l6l3yRIhD0",382,459,
1171,RT @m_bee4: eloise &amp; benedict continue to be the best sister/brother duo #Bridgerton https://t.co/oIc1xyGF8Z,250,233,*.✧law｡*ﾟ+
1172,"RT @TessaDare: !!!! When you hit “like” on a tweet with the #Bridgerton hashtag, the heart TURNS INTO A LETTER B AND THEN ALSO AN INSECT BEE",449,532,top of the nearest mountain
1173,"RT @autorablake: o colin dps de jogar à bola da kate pro mesmo lugar do anthony:
#Bridgerton https://t.co/TL507Bn8QA",2878,572,dolmas | you smell like weed
1174,"RT @brdgertonbrazil: Benedict Bridgerton é o homem mais lindo do mundo.

#Bridgerton https://t.co/tmcm246ekg",3259,2807,– a/ela/dela
1175,RT @extraord1naryo: quiénes son los mejores personajes femeninos de todo bridgerton y por qué son kate y eloise? #Bridgerton https://t.co/nOFcHPHkyR,235,39,
1176,RT @spelivs: #KATHONY: wrecking ball #Bridgerton #bridgertonseason2 https://t.co/2UR60bajog,466,589,Argentina
1177,RT @sarahwclkers: LIKE ARE YOU SERIOUS #Bridgerton https://t.co/sNLpt0at63,315,2511,"São Paulo, Brasil"
1178,"RT @BridGabi: SPOILER #Bridgerton
.
.
.
.
.
.
.
.
.
.
não sei vocês, mas todas as cenas que colocaram aquele som de coração batendo acelerado O MEU CORAÇÃO BATEU EXATAMENTE ASSIM, ESPECIALMENTE NESSA. PENSEI QUE EU FOSSE EXPLODIR, A TENSÃO!!! ELES ESTAVAM SEPARADOS POR MILÍMETROS 🗣️🗣️🗣️ https://t.co/l6l3yRIhD0",1142,1617,Memorial Grey Sloan
1179,"única certeza que eu tenho é que foi um dia muito louco!! 
eu ri muito, eu chorei, gritei, xinguei tudo e todos, me emocionei várias vezes e me apaixonei mais uma vez por esse universo tão incrível que a julia quinn criou 💖 #Bridgerton #bridgerton2",3749,2031,📚🐝🏹
1180,"Honestly didn't like this either.
But #Kathony still delivered.
#Bridgerton #bridgertonS2 https://t.co/6rBZfN72JT",266,179,Dominican Republic
1181,La segunda temporada de #Bridgerton es 10/10❤️✨ https://t.co/1HPJhRHXtU,203,1010,Honduras
1182,"RT @booksumers: todos concordamos que o benedict chapado foi a melhor coisa dessa temporada né?
#Bridgerton
https://t.co/tibXjEwNL6",225,489,
1183,"RT @polinbridgerton: ""É porque eu nunca conheci alguém como você. É enlouquecedor o quanto você consome o meu ser. (...) Ainda assim, tudo em que consigo pensar, tudo pelo o que consigo respirar é você."" 
#Bridgerton #bridgertonseason2 https://t.co/LJmgvK9kQ6",153,112,"Brasília, Brasil"
1184,"RT @blulentigginosa: benedict bridgerton is written by a woman.
#Bridgerton https://t.co/UgNGOEWvKZ",2955,737,She/Her
1185,"RT @samdorameira: Spoiler Bridgerton
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

ainda não assisti mas a edwina apaixonada pelo anthony??? não teve a cena da kate falando sobre o medo da tempestade??? anthony pediu a edwina em casamento???? NÃO FOI ISSO QUE EU PEDI 

#Bridgerton https://t.co/elqUybUfwZ",185,884,Velaris/ Idris/ Terrasen
1186,When Anthony kicked out Edwina’s grandparents #Bridgerton https://t.co/SxQpqcrX13,358,866,
1187,Daphne knows Anthony loves Kate and now he does to. #Bridgerton,1815,3073,
1188,"RT @_FYNN4: i’m actually loving theo &amp; eloise’s relationship. the way he set aside books for her and wanting to know her thoughts on it 🥹

#Bridgerton",276,245,multiverse madness
1189,✨ Just watched the new season of #Bridgerton? Fill the void by entering to win 10 historical romances + audiobooks and a reading pillow from @readforeverpub and @hachetteaudio! https://t.co/RfqeiPd3qf https://t.co/wmICzRA0xr,101,850,
1190,"RT @Lad_Whistledown: ENTREGUEM O PRÊMIO PRA ELA

#Bridgerton https://t.co/ziaRuUwQUu",306,189,"Santarém, Brasil"
1191,"RT @dianejeffersonc: Bill Clinton on Hillary Clinton’s love for Regé-Jean Page: 

“Hillary kept saying over and over again all night long, ‘He is the most beautiful man I ever saw on television.’ I kept wanting him to get bumped off after a while. It was a brilliant show.” #Bridgerton https://t.co/G0P4cYInLZ",635,1388,"Sachsen-Anhalt, Deutschland"
1192,"RT @_hesunflower: SPOILER #bridgerton

quando saiu essa foto eu fique: meu deus quem foi que magoou essa criança

realidade: tava chapado https://t.co/EDE2ubIxN1",2878,572,dolmas | you smell like weed
1193,"#Bridgerton #BridgertonSpoilers 

A mãe da Penélope não cansa de lascar com o coitado do Colin, né?",100,57,"Long Island, NY"
1194,NAURRR bc I am LIVING for the tension build up between Kate &amp; Anthony 😫😫 #Bridgerton,536,629,California
1195,"Segunda temporada de Bridgerton assistida, aprovada, amada e...quando vem a terceira? @NetflixBrasil #Bridgerton",495,401,Brasil (Jacareí - SP)
1196,They really gonna have us wait until episode 8 to see them together……… this is so fucking sick #Bridgerton,1811,889,Waiting for Normani’s album
1197,"ATP, I only recognize Material Gworl by Santana #Bridgerton",2020,1533,"Los Angeles, CA"
1198,RT @spelivs: #KATHONY: wrecking ball #Bridgerton #bridgertonseason2 https://t.co/2UR60bajog,890,679,
1199,RT @bridgerton: The Viscount and Miss Sharma may not be the only pair with a love and hate dynamic. #Bridgerton https://t.co/je4NUc1CHm,873,976,25 she/her 🏳️‍🌈
1200,"RT @BusInsiderMX: ¿Listo para disfrutar de nuevos chismes con Lady Whistledown? Ya está la segunda temporada de #Bridgerton en @NetflixLAT 
https://t.co/0s477zD83a",2266,1577,México
1201,"Anthony ormai al di fuori di ogni grazia manco può stare a 10 metri da Kate che le vuole saltare addosso, quella gli passa davanti e lui si mette ad annusare l’aria #Bridgerton",967,1109,"Bologna, Emilia Romagna"
1202,RT @favstjames: a procura de homem idêntico ao benedict bridgerton na aparência e personalidade para um relacionamento sério #Bridgerton https://t.co/AR4aJRtdoO,2878,572,dolmas | you smell like weed
1203,"RT @AbelinhaBridge1: Netflix perde por não contratar as abelinhas como roteristas 
#Bridgerton #bridgertonseason2 https://t.co/p4txq80fem",185,884,Velaris/ Idris/ Terrasen
1204,Whoever wrote the epilogue deserves to get their pussy eaten from the back #Bridgerton https://t.co/dUR66AAR4f,131,60,
1205,"RT @beaurreanydalgo: Eles não tem a personalidade dos livros
Eles não tem tempo de tela na própria temporada 
Eles não tem as melhores cenas dos livros
Ela não tem o trauma bem desenvolvido
Mas eles tem o público #Bridgerton https://t.co/xQ6VwNZWms",153,112,"Brasília, Brasil"
1206,RT @Dail1Posts: I can not tell you how much my heart was so bright in this moment only to be broken a few moments later by Collin and Eloise and Penelope in different scenes #Bridgerton https://t.co/jE9qrJABpY,427,400,"California, USA"
1207,RT @spelivs: #KATHONY: wrecking ball #Bridgerton #bridgertonseason2 https://t.co/2UR60bajog,395,83,she/they
1208,RT @bridgertonfav: a energia caótica dos dois nessa cena 😂❤️ #Bridgerton https://t.co/GCPHPtiCNP,239,268,
1209,A guria do Sexy Education está simesmenre perfeita em Bridgerton. 8 horas foi pouco pra mim. #bridgerton,555,601,
1210,edwina is better than me if my fiancé was so focused on my bridesmaid during our wedding ceremony that he noticed when she dropped her bangle and immediately went to pick it up for her i would have burned the place down #Bridgerton,315,128,"""amanda, te cuento una cosa.."""
1211,"RT @Lad_Whistledown: SPOILER BRIDGERTON 
.
.
.
.
.
A cena q ele sente o perfume da Kate na minha cabeça em camera lenta foi: sente o perfume. Fecha os olhos. Ativa todas as memórias e um sorriso brinca nos lábios do visconde.

TOTAL MENTE CADELA DA VISCONDESSA
#Bridgerton https://t.co/Ue0rMnqPpU",153,112,"Brasília, Brasil"
1212,"RT @BridGabi: ""Era simples: Kate era tudo para ele. Se negasse isso, poderia muito bem parar de respirar imediatamente.""

(eu vivo no sorriso do anthony nessa cena final 🥺🤏🏽💗)
#Bridgerton https://t.co/wIPLU4nDCJ",1064,933,
1213,RT @jolangfrds: feminist women love benedict bridgerton #bridgerton https://t.co/X6iqcNQMK2,2955,737,She/Her
1214,Lady Mary really be an absent mother huh… we on episode 5 and I be thinking Kate really did raise this child #Bridgerton,262,231,
1215,"ai ai shonda tá me fazendo ficar mt kathonizada e não nego dps desse ep me rendi mt ao casalzinho coisa q julia quinn n me conseguiu fazer, culpa de simone tb q tá simplesmente incrivel como kate #Bridgerton #BridgertonSeason2",194,160,aaronwarner.♡
1216,RT @sophsben: pode entrar Edwina a pior personagem da 2º temporada #Bridgerton,505,531,
1217,"os fãs que não leram os livros quando veem a Francesca
#Bridgerton
https://t.co/Levla3RzrC",10331,8272,Brazil
1218,RT @__nextsupreme__: This season is making me fall in love with benedict even more. #Bridgerton https://t.co/NUSCupM4Cu,397,1863,coney island
1219,A química de milhões véi #Bridgerton https://t.co/TXk2IQLGHD,1723,1062,she/her
1220,"#Bridgerton Agora vou de elogio:
A cena dos criados enchendo o Anthony de perguntas qnd o cadáver do pai ainda nem esfriou, enquanto a Violet grávida está desesperada na escada foi extremamente bem feita e transmitiu todo o terror q o Tony e mãe passaram naquele dia horrível.",559,656,
1221,ไหนๆก็ปรับบทจากหนังสือไปหมดละ ฉาก climax จะขยี้แบบให้เคทความจำเสื่อม ไม่เหลือความทรงจำเกี่ยวกับแอนโทนี่เลยก็ได้นะ แบบตื่นมาแล้วเกลียดขี้หน้าไอ้หมอนี่จังเลย แล้วให้แอนโทนี่ตามจีบตามง้อ ทำให้เคทกลับมาหลงรักอีกครั้งให้ได้ไรงี้ จะฟินมาก😂 #Bridgerton #bridgertonseason2 #Kanthony,1221,50,"Paris, France"
1222,"""então acha meu sorriso bonito?"" Antony Antony #Bridgerton",3623,4994,
1223,RT @Fanflow10: Esperando la temporada donde Penelope entre en modo perrisima y diga sus verdades #Bridgerton https://t.co/mdm79CyZtw,4759,4813,Donde sea que esté.
1224,RT @TheAltSource: After watching #Bridgerton season 2 I can confirm that Jonathan Bailey &amp; Simone Ashley are first-rate actors who absolutely transport you into another world. Their chemistry is masterful &amp; their #Kathony scenes are riveting! Period. 💖🔥 https://t.co/JU6rjAiYvX,1331,463,"Toronto, Ontario"
1225,RT @porpenttina: Eloise diciendole a Tom que cuando lee algo nuevo o interesante piensa en él y él diciendo que separo unos libros porque cuando los leyó pensó que les podrían gustar a ella AAAAAAAAAAAA NADIE ME BAJA DE ESTE BARCO #Bridgerton https://t.co/6SJCOvmcks,873,228,figure skating♡
1226,"RT @grxcechoi: #Bridgerton SEASON 2 SPOILERS 
-
-
-
-
SHAKING CRYJNG THROWING UP I CANT BREATHE MY CHEST IS GONNA EXPLODE THEYRE SO BEAUTIFUL https://t.co/meKK3e7625",190,644,she/her || Bisexual
1227,RT @iris_bee_: This dance is everything to me 😭 #Bridgerton #Kanthony #Bridgertonspoilers https://t.co/k6A0kB0sZu,375,1316,"Williamsburg, Brooklyn"
1228,"Poxa tô com dó da Edwina, pq deixaram chegar até esse ponto. Nesse caso prefiro a versão do livro #Bridgerton",190,172,BR
1229,Bring back the duke of hastings #Bridgerton,450,1369,"New York, USA"
1230,N’empêche qu’est-ce qu’elle se fait déboîter la Daphnée 😂😂😂 une bibliothèque vreumant #Bridgerton,502,374,Insta/Snap/TikTok : dinkyteam
1231,"RT @laurentsofvere: o colin perde o irmão, mas não perde a piada. #Bridgerton https://t.co/V01SoOGFYb",153,112,"Brasília, Brasil"
1232,RT @bridgerton: The Viscount and Miss Sharma may not be the only pair with a love and hate dynamic. #Bridgerton https://t.co/je4NUc1CHm,267,359,"42 Wallaby Way, Sydney"
1233,"se eu não tivesse lido os livros eu provavelmente teria gostado mais dessa temporada, porém é uma ótima temp, os atores são incríveis, meu kathony perfeitos e a química de bilhões nem se fala #Bridgerton https://t.co/kcNHxFmjR3",332,507,
